t_sec,north,east,up
2.810522299999999873e+01,-5.943045043945312500e+01,6.396116256713867188e+01,1.941006469726562500e+01
2.820197999999999894e+01,-6.091629791259765625e+01,6.466339111328125000e+01,1.933753967285156250e+01
2.829849700000000112e+01,-6.251289367675781250e+01,6.523366546630859375e+01,1.926020812988281250e+01
2.840488699999999866e+01,-6.437198638916015625e+01,6.571276092529296875e+01,1.917013549804687500e+01
2.850163699999999878e+01,-6.613100433349609375e+01,6.601489257812500000e+01,1.907846069335937500e+01
2.860799400000000148e+01,-6.812660980224609375e+01,6.621152496337890625e+01,1.895910644531250000e+01
2.870472600000000085e+01,-6.996985626220703125e+01,6.629602050781250000e+01,1.882510375976562500e+01
2.880159899999999951e+01,-7.183512878417968750e+01,6.631319427490234375e+01,1.865646362304687500e+01
2.890766299999999944e+01,-7.391189575195312500e+01,6.625668334960937500e+01,1.843795776367187500e+01
2.900472099999999998e+01,-7.581137084960937500e+01,6.613354492187500000e+01,1.822090148925781250e+01
2.910146100000000047e+01,-7.772638702392578125e+01,6.593739318847656250e+01,1.799209594726562500e+01
2.919788300000000092e+01,-7.965104675292968750e+01,6.567388153076171875e+01,1.775622558593750000e+01
2.930410900000000041e+01,-8.177784729003906250e+01,6.529356384277343750e+01,1.750634765625000000e+01
2.940083699999999922e+01,-8.371534729003906250e+01,6.486235809326171875e+01,1.729316711425781250e+01
2.950716099999999997e+01,-8.584204101562500000e+01,6.429717254638671875e+01,1.706942749023437500e+01
2.960389299999999935e+01,-8.776787567138671875e+01,6.370468139648437500e+01,1.687170410156250000e+01
2.970045299999999955e+01,-8.968092346191406250e+01,6.303860092163085938e+01,1.667929077148437500e+01
2.980688400000000016e+01,-9.175918579101562500e+01,6.220182037353515625e+01,1.650140380859375000e+01
2.990361800000000159e+01,-9.360190582275390625e+01,6.133174514770507812e+01,1.640472412109375000e+01
3.000023099999999943e+01,-9.538801574707031250e+01,6.036921691894531250e+01,1.637457275390625000e+01
3.010655900000000074e+01,-9.728810119628906250e+01,5.922296142578125000e+01,1.641679382324218750e+01
3.020322000000000173e+01,-9.896322631835937500e+01,5.811872863769531250e+01,1.650651550292968750e+01
3.030005099999999985e+01,-1.005979614257812500e+02,5.698014068603515625e+01,1.662287902832031250e+01
3.040625000000000000e+01,-1.023571090698242188e+02,5.570040893554687500e+01,1.676792907714843750e+01
3.050306199999999990e+01,-1.039323730468750000e+02,5.451789855957031250e+01,1.691648864746093750e+01
3.059964599999999990e+01,-1.054776535034179688e+02,5.331973266601562500e+01,1.708174133300781250e+01
3.070609500000000125e+01,-1.071495742797851562e+02,5.199010848999023438e+01,1.728767395019531250e+01
3.080294400000000010e+01,-1.086471939086914062e+02,5.077358245849609375e+01,1.750018310546875000e+01
3.089931199999999833e+01,-1.101155700683593750e+02,4.955782318115234375e+01,1.773410034179687500e+01
3.100570099999999840e+01,-1.117022094726562500e+02,4.821965789794921875e+01,1.802702331542968750e+01
3.110225600000000057e+01,-1.131071777343750000e+02,4.699998855590820312e+01,1.833633422851562500e+01
3.119938700000000154e+01,-1.144663085937500000e+02,4.577500534057617188e+01,1.870252990722656250e+01
3.130538100000000057e+01,-1.158949890136718750e+02,4.442127227783203125e+01,1.918409729003906250e+01
3.140201300000000018e+01,-1.171475830078125000e+02,4.318664932250976562e+01,1.966746520996093750e+01
3.150844899999999882e+01,-1.184903869628906250e+02,4.182320022583007812e+01,2.023191833496093750e+01
3.160518700000000081e+01,-1.196867828369140625e+02,4.057608795166015625e+01,2.075326538085937500e+01
3.170178100000000043e+01,-1.208792190551757812e+02,3.932028198242187500e+01,2.124400329589843750e+01
3.179859799999999836e+01,-1.220775299072265625e+02,3.805187988281250000e+01,2.168090820312500000e+01
3.190481000000000122e+01,-1.233983154296875000e+02,3.663788986206054688e+01,2.210346984863281250e+01
3.200143299999999869e+01,-1.246042251586914062e+02,3.532914733886718750e+01,2.243406677246093750e+01
3.210783800000000099e+01,-1.259355545043945312e+02,3.386043167114257812e+01,2.273399353027343750e+01
3.220450499999999749e+01,-1.271488265991210938e+02,3.250131225585937500e+01,2.295016479492187500e+01
3.230114100000000121e+01,-1.283655395507812500e+02,3.112037658691406250e+01,2.311129760742187500e+01
3.240764899999999926e+01,-1.297017517089843750e+02,2.957355499267578125e+01,2.323193359375000000e+01
3.250460400000000050e+01,-1.309091491699218750e+02,2.814177513122558594e+01,2.330084228515625000e+01
3.260140599999999722e+01,-1.321024017333984375e+02,2.668291854858398438e+01,2.333940124511718750e+01
3.269773200000000202e+01,-1.332784881591796875e+02,2.519355964660644531e+01,2.335328674316406250e+01
3.280447999999999809e+01,-1.345384826660156250e+02,2.351768302917480469e+01,2.336058044433593750e+01
3.290059500000000270e+01,-1.356496429443359375e+02,2.196455192565917969e+01,2.336074829101562500e+01
3.300701000000000107e+01,-1.368381958007812500e+02,2.022075271606445312e+01,2.335014343261718750e+01
3.310371599999999859e+01,-1.378939361572265625e+02,1.860381317138671875e+01,2.331120300292968750e+01
3.320032900000000353e+01,-1.389307250976562500e+02,1.695668792724609375e+01,2.324240112304687500e+01
3.330684200000000317e+01,-1.400375061035156250e+02,1.510999488830566406e+01,2.314944458007812500e+01
3.340335499999999769e+01,-1.410039520263671875e+02,1.340272808074951172e+01,2.305461120605468750e+01
3.350034200000000340e+01,-1.419164886474609375e+02,1.166506099700927734e+01,2.297341918945312500e+01
3.360647699999999816e+01,-1.428519439697265625e+02,9.724967956542968750e+00,2.290879821777343750e+01
3.370297999999999661e+01,-1.436335296630859375e+02,7.936164379119873047e+00,2.288224792480468750e+01
3.379996700000000232e+01,-1.443323516845703125e+02,6.123847961425781250e+00,2.290264892578125000e+01
3.390615400000000079e+01,-1.450032958984375000e+02,4.109603404998779297e+00,2.296969604492187500e+01
3.400315799999999911e+01,-1.455193481445312500e+02,2.263700246810913086e+00,2.305500793457031250e+01
3.409953500000000304e+01,-1.459649200439453125e+02,4.101574122905731201e-01,2.314241027832031250e+01
3.420581399999999661e+01,-1.463784790039062500e+02,-1.637142419815063477e+00,2.322967529296875000e+01
3.430256800000000084e+01,-1.466751708984375000e+02,-3.503760337829589844e+00,2.330801391601562500e+01
3.439929800000000171e+01,-1.468773651123046875e+02,-5.364490509033203125e+00,2.339892578125000000e+01
3.450599400000000117e+01,-1.470114440917968750e+02,-7.412182807922363281e+00,2.349446105957031250e+01
3.460212700000000297e+01,-1.470640258789062500e+02,-9.273212432861328125e+00,2.356407165527343750e+01
3.470864900000000119e+01,-1.470521392822265625e+02,-1.132100772857666016e+01,2.361357116699218750e+01
3.480544799999999839e+01,-1.469784698486328125e+02,-1.318063831329345703e+01,2.363545227050781250e+01
3.490198199999999673e+01,-1.468544921875000000e+02,-1.503465557098388672e+01,2.362670898437500000e+01
3.500835500000000167e+01,-1.466483154296875000e+02,-1.707110595703125000e+01,2.358865356445312500e+01
3.510498199999999969e+01,-1.463657226562500000e+02,-1.889900207519531250e+01,2.356336975097656250e+01
3.520162299999999789e+01,-1.459814758300781250e+02,-2.068493080139160156e+01,2.356675720214843750e+01
3.529853800000000064e+01,-1.455071563720703125e+02,-2.243170928955078125e+01,2.359294128417968750e+01
3.540469000000000221e+01,-1.448754730224609375e+02,-2.428987312316894531e+01,2.366036987304687500e+01
3.550123700000000326e+01,-1.442111816406250000e+02,-2.592776298522949219e+01,2.375289916992187500e+01
3.560776400000000308e+01,-1.433950042724609375e+02,-2.767926025390625000e+01,2.387136840820312500e+01
3.570431399999999655e+01,-1.425860748291015625e+02,-2.921555709838867188e+01,2.399264526367187500e+01
3.580159199999999942e+01,-1.417228546142578125e+02,-3.070100975036621094e+01,2.412518310546875000e+01
3.590750200000000092e+01,-1.407099914550781250e+02,-3.226869201660156250e+01,2.428857421875000000e+01
3.600415000000000276e+01,-1.397353515625000000e+02,-3.362217712402343750e+01,2.446479797363281250e+01
3.610114599999999996e+01,-1.386998748779296875e+02,-3.488647842407226562e+01,2.469125366210937500e+01
3.619780500000000245e+01,-1.376081085205078125e+02,-3.606016921997070312e+01,2.496542358398437500e+01
3.630454499999999740e+01,-1.363638763427734375e+02,-3.727181243896484375e+01,2.529029846191406250e+01
3.640054899999999805e+01,-1.352046508789062500e+02,-3.832633972167968750e+01,2.558413696289062500e+01
3.650687599999999833e+01,-1.339058532714843750e+02,-3.943403244018554688e+01,2.590322875976562500e+01
3.660353200000000129e+01,-1.327037811279296875e+02,-4.039344406127929688e+01,2.619854736328125000e+01
3.670018900000000173e+01,-1.315005950927734375e+02,-4.132175064086914062e+01,2.646603393554687500e+01
3.680717299999999881e+01,-1.301792297363281250e+02,-4.234817123413085938e+01,2.669177246093750000e+01
3.690316200000000180e+01,-1.289912567138671875e+02,-4.327452468872070312e+01,2.682164001464843750e+01
3.699991599999999892e+01,-1.277979583740234375e+02,-4.419199752807617188e+01,2.691319274902343750e+01
3.710629899999999992e+01,-1.264908065795898438e+02,-4.516351699829101562e+01,2.699847412109375000e+01
3.720290099999999711e+01,-1.253006439208984375e+02,-4.599872589111328125e+01,2.709481811523437500e+01
3.730937999999999732e+01,-1.240055694580078125e+02,-4.686104965209960938e+01,2.725952148437500000e+01
3.740594300000000061e+01,-1.228415222167968750e+02,-4.759365844726562500e+01,2.748599243164062500e+01
3.750269800000000231e+01,-1.217025604248046875e+02,-4.828797912597656250e+01,2.780697631835937500e+01
3.759931900000000127e+01,-1.205995483398437500e+02,-4.896113204956054688e+01,2.819599914550781250e+01
3.770578900000000289e+01,-1.194218444824218750e+02,-4.970237731933593750e+01,2.866360473632812500e+01
3.780269299999999788e+01,-1.183747100830078125e+02,-5.039129638671875000e+01,2.910617065429687500e+01
3.789916000000000196e+01,-1.173547592163085938e+02,-5.109632873535156250e+01,2.955520629882812500e+01
3.800546599999999842e+01,-1.162553100585937500e+02,-5.189095687866210938e+01,3.007955932617187500e+01
3.810211699999999979e+01,-1.152815170288085938e+02,-5.262165832519531250e+01,3.060325622558593750e+01
3.820847599999999744e+01,-1.142441711425781250e+02,-5.342953872680664062e+01,3.122999572753906250e+01
3.830500599999999878e+01,-1.133202438354492188e+02,-5.416823577880859375e+01,3.183078002929687500e+01
3.840176799999999702e+01,-1.124065780639648438e+02,-5.491153335571289062e+01,3.242857360839843750e+01
3.850811300000000159e+01,-1.114064331054687500e+02,-5.573464965820312500e+01,3.306364440917968750e+01
3.860478799999999922e+01,-1.104960250854492188e+02,-5.648505783081054688e+01,3.361912536621093750e+01
3.870151800000000009e+01,-1.095874786376953125e+02,-5.723115158081054688e+01,3.416825866699218750e+01
3.879840800000000200e+01,-1.086851577758789062e+02,-5.796959304809570312e+01,3.472413635253906250e+01
3.890447999999999951e+01,-1.076861114501953125e+02,-5.877380371093750000e+01,3.530195617675781250e+01
3.900121299999999991e+01,-1.067578582763671875e+02,-5.950339889526367188e+01,3.575914001464843750e+01
3.910791600000000301e+01,-1.057071380615234375e+02,-6.030123901367187500e+01,3.616224670410156250e+01
3.920418599999999998e+01,-1.047270584106445312e+02,-6.102448272705078125e+01,3.644660949707031250e+01
3.930091900000000038e+01,-1.037269744873046875e+02,-6.174737548828125000e+01,3.666839599609375000e+01
3.940731699999999904e+01,-1.026031417846679688e+02,-6.254362487792968750e+01,3.684431457519531250e+01
3.950399199999999666e+01,-1.015616226196289062e+02,-6.327124023437500000e+01,3.694461059570312500e+01
3.960091400000000306e+01,-1.005042724609375000e+02,-6.400328826904296875e+01,3.701548767089843750e+01
3.969762599999999964e+01,-9.942977905273437500e+01,-6.474266815185546875e+01,3.707341003417968750e+01
3.980447800000000314e+01,-9.823259735107421875e+01,-6.556276702880859375e+01,3.712963867187500000e+01
3.991001599999999883e+01,-9.701902770996093750e+01,-6.639331817626953125e+01,3.717578125000000000e+01
4.000682100000000219e+01,-9.589900207519531250e+01,-6.716250610351562500e+01,3.721557617187500000e+01
4.010338699999999790e+01,-9.476802825927734375e+01,-6.794570922851562500e+01,3.726922607421875000e+01
4.020009399999999999e+01,-9.362438964843750000e+01,-6.874629211425781250e+01,3.734944152832031250e+01
4.030638299999999674e+01,-9.235568237304687500e+01,-6.964553070068359375e+01,3.748156738281250000e+01
4.040305599999999941e+01,-9.119025421142578125e+01,-7.048033905029296875e+01,3.764004516601562500e+01
4.049975500000000039e+01,-9.001651000976562500e+01,-7.133118438720703125e+01,3.782524108886718750e+01
4.060615899999999812e+01,-8.871474456787109375e+01,-7.228170013427734375e+01,3.803109741210937500e+01
4.070276299999999736e+01,-8.752156829833984375e+01,-7.315633392333984375e+01,3.821784973144531250e+01
4.080915600000000154e+01,-8.619542694091796875e+01,-7.412715148925781250e+01,3.845428466796875000e+01
4.090580700000000292e+01,-8.498487091064453125e+01,-7.501091003417968750e+01,3.869682312011718750e+01
4.100247499999999690e+01,-8.376955413818359375e+01,-7.589434814453125000e+01,3.894261169433593750e+01
4.109918199999999899e+01,-8.254549407958984375e+01,-7.678307342529296875e+01,3.915354919433593750e+01
4.120548399999999845e+01,-8.119092559814453125e+01,-7.776665496826171875e+01,3.932775878906250000e+01
4.130216899999999924e+01,-7.995204162597656250e+01,-7.866904449462890625e+01,3.944129943847656250e+01
4.139920999999999651e+01,-7.870800781250000000e+01,-7.958131408691406250e+01,3.952064514160156250e+01
4.150537899999999780e+01,-7.734033203125000000e+01,-8.059362792968750000e+01,3.959124755859375000e+01
4.160195600000000127e+01,-7.609870910644531250e+01,-8.152554321289062500e+01,3.967805480957031250e+01
4.170822100000000177e+01,-7.473679351806640625e+01,-8.256367492675781250e+01,3.980447387695312500e+01
4.180517900000000253e+01,-7.350299835205078125e+01,-8.352082061767578125e+01,3.994747924804687500e+01
4.190168100000000351e+01,-7.227801513671875000e+01,-8.449172973632812500e+01,4.011088562011718750e+01
4.200796400000000119e+01,-7.094298553466796875e+01,-8.557652282714843750e+01,4.031669616699218750e+01
4.210468500000000347e+01,-6.973865509033203125e+01,-8.657972717285156250e+01,4.054458618164062500e+01
4.220128199999999907e+01,-6.854495239257812500e+01,-8.759352874755859375e+01,4.080279541015625000e+01
4.229836399999999941e+01,-6.735585784912109375e+01,-8.861270904541015625e+01,4.103715515136718750e+01
4.240441700000000225e+01,-6.603411865234375000e+01,-8.974414825439453125e+01,4.122518920898437500e+01
4.250100799999999879e+01,-6.483190155029296875e+01,-9.077826690673828125e+01,4.135102844238281250e+01
4.260739300000000185e+01,-6.350871658325195312e+01,-9.192234802246093750e+01,4.146701049804687500e+01
4.270399100000000203e+01,-6.230870819091796875e+01,-9.297136688232421875e+01,4.158819580078125000e+01
4.280092899999999645e+01,-6.111294937133789062e+01,-9.402958679199218750e+01,4.173463439941406250e+01
4.290707299999999691e+01,-5.980458831787109375e+01,-9.520478057861328125e+01,4.192750549316406250e+01
4.300384799999999785e+01,-5.862100601196289062e+01,-9.627931213378906250e+01,4.213006591796875000e+01
4.310045600000000121e+01,-5.743603515625000000e+01,-9.736720275878906250e+01,4.233192443847656250e+01
4.319775500000000079e+01,-5.624740219116210938e+01,-9.846521759033203125e+01,4.250323486328125000e+01
4.330392299999999750e+01,-5.494448471069335938e+01,-9.968126678466796875e+01,4.264918518066406250e+01
4.340982300000000293e+01,-5.363729095458984375e+01,-1.009086990356445312e+02,4.276667785644531250e+01
4.350657300000000305e+01,-5.245723342895507812e+01,-1.020319290161132812e+02,4.288905334472656250e+01
4.360320000000000107e+01,-5.128320312500000000e+01,-1.031701736450195312e+02,4.304724121093750000e+01
4.370010299999999859e+01,-5.012312698364257812e+01,-1.043210144042968750e+02,4.325320434570312500e+01
4.380621099999999757e+01,-4.885567092895507812e+01,-1.056026229858398438e+02,4.348258972167968750e+01
4.390292500000000331e+01,-4.770602416992187500e+01,-1.067791442871093750e+02,4.368244934082031250e+01
4.399960699999999747e+01,-4.657417297363281250e+01,-1.079690628051757812e+02,4.393641662597656250e+01
4.410598000000000241e+01,-4.535252380371093750e+01,-1.092881927490234375e+02,4.429586791992187500e+01
4.420293000000000205e+01,-4.425835418701171875e+01,-1.104966430664062500e+02,4.465466308593750000e+01
4.430897699999999872e+01,-4.307147979736328125e+01,-1.118305587768554688e+02,4.504382324218750000e+01
4.440564299999999776e+01,-4.200329589843750000e+01,-1.130487136840820312e+02,4.535214233398437500e+01
4.450227100000000036e+01,-4.094123077392578125e+01,-1.142764892578125000e+02,4.567430114746093750e+01
4.459920600000000235e+01,-3.989895629882812500e+01,-1.155066528320312500e+02,4.605484008789062500e+01
4.470530399999999815e+01,-3.877394485473632812e+01,-1.168590698242187500e+02,4.653852844238281250e+01
4.480241199999999679e+01,-3.775444793701171875e+01,-1.180834884643554688e+02,4.692947387695312500e+01
4.489867799999999676e+01,-3.673134994506835938e+01,-1.193079452514648438e+02,4.726072692871093750e+01
4.500515800000000155e+01,-3.562767028808593750e+01,-1.206359252929687500e+02,4.762730407714843750e+01
4.510187599999999719e+01,-3.464208602905273438e+01,-1.218321838378906250e+02,4.799998474121093750e+01
4.520808600000000155e+01,-3.360736846923828125e+01,-1.231264724731445312e+02,4.843446350097656250e+01
4.530484500000000025e+01,-3.268624114990234375e+01,-1.242985534667968750e+02,4.882704162597656250e+01
4.540140399999999943e+01,-3.181997108459472656e+01,-1.254701690673828125e+02,4.921960449218750000e+01
4.550782199999999733e+01,-3.092168045043945312e+01,-1.267647171020507812e+02,4.967218017578125000e+01
4.560451400000000177e+01,-3.017066764831542969e+01,-1.279500885009765625e+02,5.011845397949218750e+01
4.570113099999999662e+01,-2.947514533996582031e+01,-1.291524200439453125e+02,5.058604431152343750e+01
4.579810200000000009e+01,-2.883205223083496094e+01,-1.303645019531250000e+02,5.105987548828125000e+01
4.590421800000000019e+01,-2.818500709533691406e+01,-1.317134857177734375e+02,5.157269287109375000e+01
4.600118299999999749e+01,-2.763544082641601562e+01,-1.329503631591796875e+02,5.201699829101562500e+01
4.610718700000000325e+01,-2.705916786193847656e+01,-1.343239135742187500e+02,5.245314025878906250e+01
4.620394699999999943e+01,-2.655829238891601562e+01,-1.355843811035156250e+02,5.280325317382812500e+01
4.630066099999999807e+01,-2.607520675659179688e+01,-1.368597259521484375e+02,5.311210632324218750e+01
4.640694200000000080e+01,-2.557425689697265625e+01,-1.382832641601562500e+02,5.341088867187500000e+01
4.650402400000000114e+01,-2.514600181579589844e+01,-1.396056823730468750e+02,5.366261291503906250e+01
4.660025600000000168e+01,-2.475296401977539062e+01,-1.409572601318359375e+02,5.389372253417968750e+01
4.670704099999999670e+01,-2.436348342895507812e+01,-1.424887390136718750e+02,5.412982177734375000e+01
4.680423600000000306e+01,-2.405525016784667969e+01,-1.439200439453125000e+02,5.432887268066406250e+01
4.690998799999999846e+01,-2.377556228637695312e+01,-1.455430603027343750e+02,5.454080200195312500e+01
4.700670900000000074e+01,-2.357918739318847656e+01,-1.470609588623046875e+02,5.472831726074218750e+01
4.710299100000000294e+01,-2.344117736816406250e+01,-1.486218719482421875e+02,5.491687011718750000e+01
4.719973499999999689e+01,-2.336816596984863281e+01,-1.502238922119140625e+02,5.511524963378906250e+01
4.730605099999999652e+01,-2.337534141540527344e+01,-1.520257720947265625e+02,5.535891723632812500e+01
4.740281300000000186e+01,-2.346986389160156250e+01,-1.536946716308593750e+02,5.561204528808593750e+01
4.749947300000000183e+01,-2.365515327453613281e+01,-1.553848266601562500e+02,5.589781188964843750e+01
4.760583700000000107e+01,-2.395241165161132812e+01,-1.572622528076171875e+02,5.623715209960937500e+01
4.770251700000000028e+01,-2.429126930236816406e+01,-1.589820709228515625e+02,5.654914855957031250e+01
4.780879900000000049e+01,-2.472253990173339844e+01,-1.608879852294921875e+02,5.687532043457031250e+01
4.790548100000000176e+01,-2.516133689880371094e+01,-1.626325988769531250e+02,5.714996337890625000e+01
4.800221400000000216e+01,-2.563966941833496094e+01,-1.643922119140625000e+02,5.739747619628906250e+01
4.809882199999999841e+01,-2.615757751464843750e+01,-1.661701354980468750e+02,5.761407470703125000e+01
4.820513499999999851e+01,-2.677039527893066406e+01,-1.681447296142578125e+02,5.781158447265625000e+01
4.830257999999999896e+01,-2.736017799377441406e+01,-1.699547882080078125e+02,5.794296264648437500e+01
4.839852900000000346e+01,-2.798072052001953125e+01,-1.717805786132812500e+02,5.802688598632812500e+01
4.850492299999999801e+01,-2.870809745788574219e+01,-1.738051452636718750e+02,5.807983398437500000e+01
4.860158700000000209e+01,-2.943428421020507812e+01,-1.756607971191406250e+02,5.811572265625000000e+01
4.870793400000000162e+01,-3.032640266418457031e+01,-1.777093200683593750e+02,5.817121887207031250e+01
4.880512900000000087e+01,-3.122591781616210938e+01,-1.795719146728515625e+02,5.824261474609375000e+01
4.890120900000000148e+01,-3.220484161376953125e+01,-1.814290313720703125e+02,5.832766723632812500e+01
4.900763299999999845e+01,-3.336682891845703125e+01,-1.834602813720703125e+02,5.843283081054687500e+01
4.910432699999999784e+01,-3.449667358398437500e+01,-1.852962646484375000e+02,5.853575134277343750e+01
4.920101799999999770e+01,-3.569510650634765625e+01,-1.871157073974609375e+02,5.865121459960937500e+01
4.929770500000000055e+01,-3.696448898315429688e+01,-1.889125518798828125e+02,5.878347778320312500e+01
4.940401200000000159e+01,-3.844798660278320312e+01,-1.908594665527343750e+02,5.895030212402343750e+01
4.950076800000000077e+01,-3.988047409057617188e+01,-1.925847015380859375e+02,5.913468933105468750e+01
4.960697900000000260e+01,-4.154391479492187500e+01,-1.944308776855468750e+02,5.935925292968750000e+01
4.970397100000000279e+01,-4.312584304809570312e+01,-1.960747985839843750e+02,5.955795288085937500e+01
4.980058700000000016e+01,-4.476006698608398438e+01,-1.976881256103515625e+02,5.973390197753906250e+01
4.990674599999999828e+01,-4.661484527587890625e+01,-1.994194183349609375e+02,5.990092468261718750e+01
5.000341800000000347e+01,-4.834810638427734375e+01,-2.009449615478515625e+02,6.003060913085937500e+01
5.010007800000000344e+01,-5.012874984741210938e+01,-2.024268035888671875e+02,6.013589477539062500e+01
5.020651999999999759e+01,-5.214648818969726562e+01,-2.040044555664062500e+02,6.023577880859375000e+01
5.030351900000000143e+01,-5.403108596801757812e+01,-2.053839569091796875e+02,6.031802368164062500e+01
5.040984100000000012e+01,-5.615618133544921875e+01,-2.068364868164062500e+02,6.039836120605468750e+01
5.050633599999999745e+01,-5.813927841186523438e+01,-2.080822448730468750e+02,6.047528076171875000e+01
5.060289399999999915e+01,-6.017558670043945312e+01,-2.092533569335937500e+02,6.055180358886718750e+01
5.069947799999999916e+01,-6.225856399536132812e+01,-2.103531036376953125e+02,6.061749267578125000e+01
5.080583099999999774e+01,-6.460364532470703125e+01,-2.114886016845703125e+02,6.066995239257812500e+01
5.090255799999999908e+01,-6.677894592285156250e+01,-2.124531250000000000e+02,6.069732666015625000e+01
5.099919899999999728e+01,-6.899347686767578125e+01,-2.133551788330078125e+02,6.070100402832031250e+01
5.110600800000000277e+01,-7.147663116455078125e+01,-2.142680664062500000e+02,6.068470764160156250e+01
5.120235900000000129e+01,-7.377679443359375000e+01,-2.150192260742187500e+02,6.065495300292968750e+01
5.130868600000000157e+01,-7.634416961669921875e+01,-2.157469635009765625e+02,6.061532592773437500e+01
5.140539700000000067e+01,-7.871247100830078125e+01,-2.163061676025390625e+02,6.058610534667968750e+01
5.150192299999999790e+01,-8.109968566894531250e+01,-2.167553100585937500e+02,6.056936645507812500e+01
5.159861999999999682e+01,-8.350016021728515625e+01,-2.170937805175781250e+02,6.056854248046875000e+01
5.170494699999999710e+01,-8.614440917968750000e+01,-2.173423156738281250e+02,6.059373474121093750e+01
5.180189899999999881e+01,-8.854582977294921875e+01,-2.174666442871093750e+02,6.063729858398437500e+01
5.189832700000000187e+01,-9.093001556396484375e+01,-2.175017089843750000e+02,6.069258117675781250e+01
5.200468200000000252e+01,-9.353416442871093750e+01,-2.174525299072265625e+02,6.076504516601562500e+01
5.210145500000000141e+01,-9.588676452636718750e+01,-2.173279266357421875e+02,6.083815002441406250e+01
5.220781600000000111e+01,-9.844668579101562500e+01,-2.170922546386718750e+02,6.093888854980468750e+01
5.230451500000000209e+01,-1.007442932128906250e+02,-2.167859191894531250e+02,6.105369567871093750e+01
5.240106800000000220e+01,-1.030089416503906250e+02,-2.164012756347656250e+02,6.118809509277343750e+01
5.250756499999999960e+01,-1.054665145874023438e+02,-2.159068908691406250e+02,6.134828186035156250e+01
5.260414899999999960e+01,-1.076744079589843750e+02,-2.154030761718750000e+02,6.149375915527343750e+01
5.270091099999999784e+01,-1.098603286743164062e+02,-2.148576049804687500e+02,6.162210083007812500e+01
5.280720999999999776e+01,-1.122420120239257812e+02,-2.142134857177734375e+02,6.173483276367187500e+01
5.290388800000000202e+01,-1.143726043701171875e+02,-2.135769805908203125e+02,6.184011840820312500e+01
5.300047099999999745e+01,-1.164711227416992188e+02,-2.128915557861328125e+02,6.194784545898437500e+01
5.310688499999999834e+01,-1.187392272949218750e+02,-2.120759429931640625e+02,6.206454467773437500e+01
5.320352799999999860e+01,-1.207551803588867188e+02,-2.112752532958984375e+02,6.217442321777343750e+01
5.330020799999999781e+01,-1.227266311645507812e+02,-2.104139099121093750e+02,6.228543090820312500e+01
5.340692200000000156e+01,-1.248348541259765625e+02,-2.094004516601562500e+02,6.241328430175781250e+01
5.350324299999999766e+01,-1.266861495971679688e+02,-2.084198150634765625e+02,6.253538513183593750e+01
5.360010700000000128e+01,-1.284840087890625000e+02,-2.073848419189453125e+02,6.266589355468750000e+01
5.370629600000000181e+01,-1.303885650634765625e+02,-2.061910705566406250e+02,6.281916809082031250e+01
5.380386699999999678e+01,-1.320578002929687500e+02,-2.050586700439453125e+02,6.296047973632812500e+01
5.391004199999999713e+01,-1.338182830810546875e+02,-2.037700347900390625e+02,6.312872314453125000e+01
5.400628799999999785e+01,-1.353390960693359375e+02,-2.025537872314453125e+02,6.329774475097656250e+01
5.410267100000000084e+01,-1.367822265625000000e+02,-2.013015594482421875e+02,6.348306274414062500e+01
5.419927899999999710e+01,-1.381495056152343750e+02,-2.000157775878906250e+02,6.367671203613281250e+01
5.430576599999999843e+01,-1.395619506835937500e+02,-1.985677947998046875e+02,6.390153503417968750e+01
5.440237199999999973e+01,-1.407520141601562500e+02,-1.972272491455078125e+02,6.412106323242187500e+01
5.449914400000000114e+01,-1.418503112792968750e+02,-1.958676757812500000e+02,6.435827636718750000e+01
5.460542300000000182e+01,-1.429532318115234375e+02,-1.943557128906250000e+02,6.463208007812500000e+01
5.470210300000000103e+01,-1.438650970458984375e+02,-1.929683532714843750e+02,6.488111877441406250e+01
5.480870500000000334e+01,-1.447723999023437500e+02,-1.914341278076171875e+02,6.514540100097656250e+01
5.490510799999999847e+01,-1.455125579833984375e+02,-1.900375671386718750e+02,6.537686157226562500e+01
5.500171699999999930e+01,-1.461614074707031250e+02,-1.886454315185546875e+02,6.559727478027343750e+01
5.509852099999999808e+01,-1.467138977050781250e+02,-1.872608947753906250e+02,6.581477355957031250e+01
5.520483200000000323e+01,-1.472023925781250000e+02,-1.857591705322265625e+02,6.605308532714843750e+01
5.530150900000000291e+01,-1.475429229736328125e+02,-1.844200134277343750e+02,6.626124572753906250e+01
5.539808299999999974e+01,-1.477948608398437500e+02,-1.831070861816406250e+02,6.645001220703125000e+01
5.550456400000000201e+01,-1.479799041748046875e+02,-1.816941986083984375e+02,6.662992858886718750e+01
5.560125599999999935e+01,-1.480614013671875000e+02,-1.804454650878906250e+02,6.677490234375000000e+01
5.570767200000000230e+01,-1.480402984619140625e+02,-1.791328277587890625e+02,6.693365478515625000e+01
5.580449200000000332e+01,-1.479200286865234375e+02,-1.780083160400390625e+02,6.708482360839843750e+01
5.590082000000000306e+01,-1.477054901123046875e+02,-1.769611358642578125e+02,6.724945068359375000e+01
5.600723399999999685e+01,-1.473709564208984375e+02,-1.759021606445312500e+02,6.744841003417968750e+01
5.610392000000000223e+01,-1.469828948974609375e+02,-1.750288848876953125e+02,6.764195251464843750e+01
