t_sec,north,east,up
5.620106899999999683e+01,-1.465255432128906250e+02,-1.742364807128906250e+02,6.784388732910156250e+01
5.630699299999999852e+01,-1.459602661132812500e+02,-1.734474029541015625e+02,6.806214904785156250e+01
5.640383200000000130e+01,-1.454000396728515625e+02,-1.728027191162109375e+02,6.824888610839843750e+01
5.650030799999999687e+01,-1.448061676025390625e+02,-1.722224884033203125e+02,6.841944885253906250e+01
5.660672100000000029e+01,-1.441111907958984375e+02,-1.716639862060546875e+02,6.858926391601562500e+01
5.670363199999999892e+01,-1.434429321289062500e+02,-1.712421875000000000e+02,6.873580932617187500e+01
5.680024099999999976e+01,-1.427422790527343750e+02,-1.709130554199218750e+02,6.887695312500000000e+01
5.690635600000000238e+01,-1.419423828125000000e+02,-1.706763763427734375e+02,6.903674316406250000e+01
5.700300800000000123e+01,-1.411946716308593750e+02,-1.705817413330078125e+02,6.918553161621093750e+01
5.709985400000000055e+01,-1.404346160888671875e+02,-1.706062316894531250e+02,6.933718872070312500e+01
5.720614900000000347e+01,-1.395941619873046875e+02,-1.707764739990234375e+02,6.950962829589843750e+01
5.730282100000000156e+01,-1.388340301513671875e+02,-1.710590820312500000e+02,6.967359924316406250e+01
5.740916399999999697e+01,-1.380170135498046875e+02,-1.715041503906250000e+02,6.986309814453125000e+01
5.750618300000000005e+01,-1.372937011718750000e+02,-1.720152740478515625e+02,7.003524780273437500e+01
5.760269399999999962e+01,-1.365955810546875000e+02,-1.726216278076171875e+02,7.020492553710937500e+01
5.769908699999999868e+01,-1.359276123046875000e+02,-1.733165435791015625e+02,7.037263488769531250e+01
5.780582199999999915e+01,-1.352402801513671875e+02,-1.741845855712890625e+02,7.056086730957031250e+01
5.790223799999999699e+01,-1.346688232421875000e+02,-1.750631103515625000e+02,7.073995971679687500e+01
5.799922200000000316e+01,-1.341449584960937500e+02,-1.760192565917968750e+02,7.092436218261718750e+01
5.810521700000000322e+01,-1.336311340332031250e+02,-1.771461486816406250e+02,7.112594604492187500e+01
5.820201099999999883e+01,-1.332208404541015625e+02,-1.782345123291015625e+02,7.130694580078125000e+01
5.830832300000000146e+01,-1.328313293457031250e+02,-1.794913330078125000e+02,7.150340270996093750e+01
5.840489699999999829e+01,-1.325334014892578125e+02,-1.806808166503906250e+02,7.167747497558593750e+01
5.850193199999999649e+01,-1.322849731445312500e+02,-1.819145355224609375e+02,7.184466552734375000e+01
5.859820700000000215e+01,-1.320817413330078125e+02,-1.831856994628906250e+02,7.200097656250000000e+01
5.870459999999999923e+01,-1.319021453857421875e+02,-1.846214599609375000e+02,7.215385437011718750e+01
5.880153500000000122e+01,-1.317691040039062500e+02,-1.859596405029296875e+02,7.226866149902343750e+01
5.890764699999999721e+01,-1.316471252441406250e+02,-1.874506835937500000e+02,7.236201477050781250e+01
5.900447599999999682e+01,-1.315470886230468750e+02,-1.888243408203125000e+02,7.240740966796875000e+01
5.910102700000000198e+01,-1.314514770507812500e+02,-1.902132263183593750e+02,7.240663146972656250e+01
5.920752300000000190e+01,-1.313540191650390625e+02,-1.917636718750000000e+02,7.236369323730468750e+01
5.930410899999999685e+01,-1.312789001464843750e+02,-1.931960449218750000e+02,7.229760742187500000e+01
5.940079399999999765e+01,-1.312190704345703125e+02,-1.946561584472656250e+02,7.221292114257812500e+01
5.950733400000000017e+01,-1.311755218505859375e+02,-1.962877044677734375e+02,7.211506652832031250e+01
5.960380700000000331e+01,-1.311598510742187500e+02,-1.978036346435546875e+02,7.202633666992187500e+01
5.970036499999999791e+01,-1.311688690185546875e+02,-1.993493499755859375e+02,7.194056701660156250e+01
5.980703299999999700e+01,-1.312071380615234375e+02,-2.010829467773437500e+02,7.185041809082031250e+01
5.990356299999999834e+01,-1.312689361572265625e+02,-2.026847991943359375e+02,7.178240966796875000e+01
6.000014099999999928e+01,-1.313598022460937500e+02,-2.043157806396484375e+02,7.173359680175781250e+01
6.010648900000000339e+01,-1.314970703125000000e+02,-2.061430053710937500e+02,7.170333862304687500e+01
6.020319400000000343e+01,-1.316532745361328125e+02,-2.078307952880859375e+02,7.169184875488281250e+01
6.029983699999999658e+01,-1.318344726562500000e+02,-2.095362396240234375e+02,7.168533325195312500e+01
6.040622900000000328e+01,-1.320617370605468750e+02,-2.114314727783203125e+02,7.167291259765625000e+01
6.050289399999999773e+01,-1.322899169921875000e+02,-2.131660003662109375e+02,7.165773010253906250e+01
6.059955099999999817e+01,-1.325490112304687500e+02,-2.149132995605468750e+02,7.165681457519531250e+01
6.070583400000000296e+01,-1.328689117431640625e+02,-2.168441314697265625e+02,7.169416809082031250e+01
6.080404599999999959e+01,-1.331908874511718750e+02,-2.186059875488281250e+02,7.176303100585937500e+01
6.090895600000000343e+01,-1.335700531005859375e+02,-2.205388793945312500e+02,7.186457824707031250e+01
6.100600000000000023e+01,-1.339275817871093750e+02,-2.222997436523437500e+02,7.194412231445312500e+01
6.110268800000000056e+01,-1.342988891601562500e+02,-2.240674285888671875e+02,7.199066162109375000e+01
6.119894800000000146e+01,-1.346826629638671875e+02,-2.258395080566406250e+02,7.201075744628906250e+01
6.130566000000000315e+01,-1.351195068359375000e+02,-2.277968597412109375e+02,7.201754760742187500e+01
6.140192299999999648e+01,-1.355279693603515625e+02,-2.295804901123046875e+02,7.201876831054687500e+01
6.149870399999999648e+01,-1.359416503906250000e+02,-2.313728027343750000e+02,7.200788879394531250e+01
6.160493999999999915e+01,-1.364014129638671875e+02,-2.333541870117187500e+02,7.196990966796875000e+01
6.170172099999999915e+01,-1.368217773437500000e+02,-2.351705627441406250e+02,7.189433288574218750e+01
6.180857999999999919e+01,-1.372852478027343750e+02,-2.371791381835937500e+02,7.175805664062500000e+01
6.190473699999999724e+01,-1.377061309814453125e+02,-2.390162506103515625e+02,7.159864807128906250e+01
6.200143899999999775e+01,-1.381257171630859375e+02,-2.408592376708984375e+02,7.142118835449218750e+01
6.209799999999999898e+01,-1.385503540039062500e+02,-2.427136383056640625e+02,7.124212646484375000e+01
6.220452499999999674e+01,-1.390257720947265625e+02,-2.447658996582031250e+02,7.106813049316406250e+01
6.230118800000000334e+01,-1.394682006835937500e+02,-2.466405792236328125e+02,7.094277954101562500e+01
6.240755099999999800e+01,-1.399675140380859375e+02,-2.487155609130859375e+02,7.084190368652343750e+01
6.250418400000000219e+01,-1.404311981201171875e+02,-2.506083221435546875e+02,7.078686523437500000e+01
6.260074199999999678e+01,-1.409028778076171875e+02,-2.525086517333984375e+02,7.074578857421875000e+01
6.270743199999999717e+01,-1.414258117675781250e+02,-2.546074981689453125e+02,7.068064880371093750e+01
6.280420500000000317e+01,-1.419023437500000000e+02,-2.565233764648437500e+02,7.059680175781250000e+01
6.290055199999999758e+01,-1.423771667480468750e+02,-2.584394226074218750e+02,7.049420166015625000e+01
6.300687200000000132e+01,-1.428964691162109375e+02,-2.605579528808593750e+02,7.036360168457031250e+01
6.310356800000000277e+01,-1.433657684326171875e+02,-2.624880065917968750e+02,7.023844909667968750e+01
6.320024000000000086e+01,-1.438299102783203125e+02,-2.644217529296875000e+02,7.012399291992187500e+01
6.330651699999999948e+01,-1.443285064697265625e+02,-2.665458068847656250e+02,7.001939392089843750e+01
6.340336899999999787e+01,-1.447693939208984375e+02,-2.684770507812500000e+02,6.993377685546875000e+01
6.350000599999999906e+01,-1.451920318603515625e+02,-2.704006347656250000e+02,6.985482788085937500e+01
6.360624899999999826e+01,-1.456299438476562500e+02,-2.725053405761718750e+02,6.981604003906250000e+01
6.370293099999999953e+01,-1.459984741210937500e+02,-2.744040527343750000e+02,6.984834289550781250e+01
6.379993199999999831e+01,-1.463309326171875000e+02,-2.762844238281250000e+02,6.995106506347656250e+01
6.390599799999999675e+01,-1.466504211425781250e+02,-2.783265991210937500e+02,7.011083984375000000e+01
6.400265199999999766e+01,-1.469112701416015625e+02,-2.801695861816406250e+02,7.022741699218750000e+01
6.409931400000000679e+01,-1.471540985107421875e+02,-2.820135803222656250e+02,7.028492736816406250e+01
6.420566499999999621e+01,-1.473972778320312500e+02,-2.840368957519531250e+02,7.030886840820312500e+01
6.430229799999999329e+01,-1.475898437500000000e+02,-2.858678588867187500e+02,7.033090209960937500e+01
6.440875900000000343e+01,-1.477626800537109375e+02,-2.878646850585937500e+02,7.039320373535156250e+01
6.450587299999999402e+01,-1.478858795166015625e+02,-2.896678161621093750e+02,7.047175598144531250e+01
6.460223499999999319e+01,-1.479893798828125000e+02,-2.914674682617187500e+02,7.053179931640625000e+01
6.469900599999999713e+01,-1.480823059082031250e+02,-2.932729797363281250e+02,7.054653930664062500e+01
6.480559599999999421e+01,-1.481659240722656250e+02,-2.952586059570312500e+02,7.052923583984375000e+01
6.490169299999999453e+01,-1.482057495117187500e+02,-2.970485839843750000e+02,7.055078125000000000e+01
6.500818099999999333e+01,-1.482023162841796875e+02,-2.989938049316406250e+02,7.064579772949218750e+01
6.510482600000000275e+01,-1.481490936279296875e+02,-3.007339477539062500e+02,7.079173278808593750e+01
6.520149499999999421e+01,-1.480547943115234375e+02,-3.024465637207031250e+02,7.095806884765625000e+01
6.530782899999999813e+01,-1.479162750244140625e+02,-3.043092651367187500e+02,7.112400817871093750e+01
6.540452700000000164e+01,-1.477608184814453125e+02,-3.059851684570312500e+02,7.124737548828125000e+01
6.550112900000000593e+01,-1.475706939697265625e+02,-3.076319580078125000e+02,7.136935424804687500e+01
6.559778300000000684e+01,-1.473384399414062500e+02,-3.092478637695312500e+02,7.149995422363281250e+01
6.570420400000000427e+01,-1.470357818603515625e+02,-3.109818420410156250e+02,7.165789794921875000e+01
6.580106800000000078e+01,-1.467033538818359375e+02,-3.125091247558593750e+02,7.183068847656250000e+01
6.590725500000000636e+01,-1.462716369628906250e+02,-3.141141967773437500e+02,7.206831359863281250e+01
6.600387399999999616e+01,-1.458114929199218750e+02,-3.154965515136718750e+02,7.231599426269531250e+01
6.610077900000000284e+01,-1.452955932617187500e+02,-3.168102722167968750e+02,7.257746887207031250e+01
6.620698600000000056e+01,-1.446694488525390625e+02,-3.181661071777343750e+02,7.288325500488281250e+01
6.630378199999999822e+01,-1.440491790771484375e+02,-3.193137817382812500e+02,7.317324829101562500e+01
6.640048000000000172e+01,-1.433843841552734375e+02,-3.203741149902343750e+02,7.347891235351562500e+01
6.650662400000000218e+01,-1.425983734130859375e+02,-3.214293212890625000e+02,7.384025573730468750e+01
6.660340600000000677e+01,-1.418358917236328125e+02,-3.222715148925781250e+02,7.420738220214843750e+01
6.669992299999999830e+01,-1.410242004394531250e+02,-3.229759826660156250e+02,7.463314819335937500e+01
6.680635800000000302e+01,-1.400773315429687500e+02,-3.235876464843750000e+02,7.515267944335937500e+01
6.690302300000000457e+01,-1.391824035644531250e+02,-3.240102539062500000e+02,7.563943481445312500e+01
6.699973799999999358e+01,-1.382738647460937500e+02,-3.243472595214843750e+02,7.609796142578125000e+01
6.710605700000000695e+01,-1.372653350830078125e+02,-3.246807861328125000e+02,7.652926635742187500e+01
6.720271099999999365e+01,-1.363443298339843750e+02,-3.249509277343750000e+02,7.685913085937500000e+01
6.729941300000000126e+01,-1.354176788330078125e+02,-3.251600341796875000e+02,7.715763854980468750e+01
6.740575900000000331e+01,-1.343872375488281250e+02,-3.252705993652343750e+02,7.748062133789062500e+01
6.750231300000000090e+01,-1.334571380615234375e+02,-3.252135009765625000e+02,7.778837585449218750e+01
6.759904699999999877e+01,-1.325353851318359375e+02,-3.249944763183593750e+02,7.811172485351562500e+01
6.770542000000000371e+01,-1.315488891601562500e+02,-3.245707702636718750e+02,7.847773742675781250e+01
6.780237099999999373e+01,-1.306830902099609375e+02,-3.240262451171875000e+02,7.880914306640625000e+01
6.790847899999999981e+01,-1.297891235351562500e+02,-3.232619018554687500e+02,7.916189575195312500e+01
6.800523400000000152e+01,-1.290486297607421875e+02,-3.224160156250000000e+02,7.947673034667968750e+01
6.810215599999999370e+01,-1.283831634521484375e+02,-3.214315795898437500e+02,7.977896118164062500e+01
6.819912899999999922e+01,-1.278144454956054688e+02,-3.203206787109375000e+02,8.006848144531250000e+01
6.830526700000000062e+01,-1.273142471313476562e+02,-3.189624023437500000e+02,8.037713623046875000e+01
6.840147699999999986e+01,-1.269705047607421875e+02,-3.176399230957031250e+02,8.064053344726562500e+01
6.850785399999999470e+01,-1.267429504394531250e+02,-3.161018066406250000e+02,8.091665649414062500e+01
6.860452899999999943e+01,-1.266832962036132812e+02,-3.146397705078125000e+02,8.116462707519531250e+01
6.870149100000000431e+01,-1.267704162597656250e+02,-3.131390075683593750e+02,8.141261291503906250e+01
6.880777899999999647e+01,-1.270479736328125000e+02,-3.114740295410156250e+02,8.169616699218750000e+01
6.890440099999999291e+01,-1.274976577758789062e+02,-3.099700317382812500e+02,8.198829650878906250e+01
6.900089400000000239e+01,-1.281321105957031250e+02,-3.084834899902343750e+02,8.231980895996093750e+01
6.909776599999999291e+01,-1.289278106689453125e+02,-3.070356750488281250e+02,8.269374084472656250e+01
6.920429300000000694e+01,-1.299458465576171875e+02,-3.054994506835937500e+02,8.313291931152343750e+01
6.930056899999999587e+01,-1.309553527832031250e+02,-3.041435546875000000e+02,8.355023193359375000e+01
6.940703700000000254e+01,-1.321012420654296875e+02,-3.026968688964843750e+02,8.399769592285156250e+01
6.950373100000000193e+01,-1.331296997070312500e+02,-3.014130859375000000e+02,8.436352539062500000e+01
6.960046800000000644e+01,-1.341374969482421875e+02,-3.001416931152343750e+02,8.467909240722656250e+01
6.970673399999999731e+01,-1.352212524414062500e+02,-2.987511291503906250e+02,8.497120666503906250e+01
6.980374299999999721e+01,-1.361735534667968750e+02,-2.974856872558593750e+02,8.516247558593750000e+01
6.990012099999999862e+01,-1.370832824707031250e+02,-2.962228393554687500e+02,8.525382995605468750e+01
7.000649199999999439e+01,-1.380203704833984375e+02,-2.948327636718750000e+02,8.519381713867187500e+01
7.010314900000000193e+01,-1.388195648193359375e+02,-2.935726623535156250e+02,8.497721862792968750e+01
7.019974799999999959e+01,-1.395795745849609375e+02,-2.923133544921875000e+02,8.461924743652343750e+01
7.030617700000000525e+01,-1.404018859863281250e+02,-2.909141845703125000e+02,8.412832641601562500e+01
7.040277500000000543e+01,-1.411573944091796875e+02,-2.896255187988281250e+02,8.363623046875000000e+01
7.049987099999999884e+01,-1.419237823486328125e+02,-2.883198242187500000e+02,8.309413146972656250e+01
7.060581999999999425e+01,-1.427834472656250000e+02,-2.868643188476562500e+02,8.243069458007812500e+01
7.070250400000000468e+01,-1.435897369384765625e+02,-2.855279541015625000e+02,8.177439880371093750e+01
7.079936800000000119e+01,-1.444481048583984375e+02,-2.841748657226562500e+02,8.111288452148437500e+01
7.090557200000000648e+01,-1.455065917968750000e+02,-2.826792297363281250e+02,8.048289489746093750e+01
7.100245700000000681e+01,-1.466106872558593750e+02,-2.813381652832031250e+02,8.003034973144531250e+01
7.110864399999999819e+01,-1.479911041259765625e+02,-2.799187011718750000e+02,7.965748596191406250e+01
7.120535900000000140e+01,-1.493908843994140625e+02,-2.787034606933593750e+02,7.939710998535156250e+01
7.130189300000000685e+01,-1.509217071533203125e+02,-2.775679321289062500e+02,7.917832946777343750e+01
7.140826500000000010e+01,-1.527470245361328125e+02,-2.764218139648437500e+02,7.895440673828125000e+01
7.150511400000000606e+01,-1.545381317138671875e+02,-2.754886779785156250e+02,7.875354003906250000e+01
7.160154500000000155e+01,-1.564428558349609375e+02,-2.746740417480468750e+02,7.854623413085937500e+01
7.169830699999999979e+01,-1.584509887695312500e+02,-2.739873046875000000e+02,7.832868957519531250e+01
7.180490600000000256e+01,-1.607532348632812500e+02,-2.733841857910156250e+02,7.807386779785156250e+01
7.190148700000000304e+01,-1.629288330078125000e+02,-2.729975280761718750e+02,7.783963012695312500e+01
7.200790000000000646e+01,-1.653865509033203125e+02,-2.727509460449218750e+02,7.757516479492187500e+01
7.210432799999999531e+01,-1.676598815917968750e+02,-2.727008056640625000e+02,7.733430480957031250e+01
7.220100600000000668e+01,-1.699518127441406250e+02,-2.728183288574218750e+02,7.709580993652343750e+01
7.230731900000000678e+01,-1.724655609130859375e+02,-2.731433105468750000e+02,7.683625793457031250e+01
7.240416299999999694e+01,-1.747271881103515625e+02,-2.736087036132812500e+02,7.659663391113281250e+01
7.250060799999999972e+01,-1.769377441406250000e+02,-2.742240295410156250e+02,7.635621643066406250e+01
7.259744399999999587e+01,-1.790938110351562500e+02,-2.749660339355468750e+02,7.611437988281250000e+01
7.270374700000000701e+01,-1.814074554443359375e+02,-2.759108276367187500e+02,7.583834838867187500e+01
7.280123799999999790e+01,-1.834614410400390625e+02,-2.768515625000000000e+02,7.557456970214843750e+01
7.290680899999999554e+01,-1.856626586914062500e+02,-2.779430541992187500e+02,7.526995849609375000e+01
7.300346100000000149e+01,-1.876161346435546875e+02,-2.789925537109375000e+02,7.498388671875000000e+01
7.310008799999999951e+01,-1.895064086914062500e+02,-2.801034240722656250e+02,7.470907592773437500e+01
7.320642200000000344e+01,-1.915074157714843750e+02,-2.813790283203125000e+02,7.442919921875000000e+01
7.330345099999999547e+01,-1.932564849853515625e+02,-2.825776062011718750e+02,7.420520019531250000e+01
7.339979800000000409e+01,-1.949357604980468750e+02,-2.837993774414062500e+02,7.403079223632812500e+01
7.350616599999999323e+01,-1.967151641845703125e+02,-2.851316528320312500e+02,7.391072082519531250e+01
7.360288799999999299e+01,-1.983009796142578125e+02,-2.863192443847656250e+02,7.385862731933593750e+01
7.370910100000000398e+01,-2.000450744628906250e+02,-2.875956115722656250e+02,7.384445190429687500e+01
7.380640699999999299e+01,-2.016601715087890625e+02,-2.887341613769531250e+02,7.383740234375000000e+01
7.390254099999999937e+01,-2.033187103271484375e+02,-2.898526306152343750e+02,7.381077575683593750e+01
7.399923200000000634e+01,-2.050391387939453125e+02,-2.909598083496093750e+02,7.372758483886718750e+01
7.410557300000000680e+01,-2.069738769531250000e+02,-2.921869506835937500e+02,7.354019165039062500e+01
7.420220999999999378e+01,-2.087607574462890625e+02,-2.933149414062500000e+02,7.326664733886718750e+01
7.429900499999999397e+01,-2.105750427246093750e+02,-2.944585266113281250e+02,7.289260864257812500e+01
7.440529100000000540e+01,-2.126058197021484375e+02,-2.957363891601562500e+02,7.241931152343750000e+01
7.450197300000000666e+01,-2.144933929443359375e+02,-2.969133300781250000e+02,7.198855590820312500e+01
7.460833300000000179e+01,-2.166101074218750000e+02,-2.982208862304687500e+02,7.155181884765625000e+01
7.470513699999999346e+01,-2.185648345947265625e+02,-2.994178161621093750e+02,7.120199584960937500e+01
7.480190199999999834e+01,-2.205355377197265625e+02,-3.006223449707031250e+02,7.090159606933593750e+01
7.490806700000000262e+01,-2.227131500244140625e+02,-3.019508972167968750e+02,7.063362121582031250e+01
7.500463899999999740e+01,-2.246960144042968750e+02,-3.031625976562500000e+02,7.045008850097656250e+01
7.510133399999999426e+01,-2.266732788085937500e+02,-3.043894653320312500e+02,7.031697082519531250e+01
7.519799399999999423e+01,-2.286381225585937500e+02,-3.056372985839843750e+02,7.022529602050781250e+01
7.530472199999999816e+01,-2.307797698974609375e+02,-3.070384521484375000e+02,7.016212463378906250e+01
7.540133299999999394e+01,-2.327091217041015625e+02,-3.083421936035156250e+02,7.012432861328125000e+01
7.550752599999999859e+01,-2.348057556152343750e+02,-3.098047485351562500e+02,7.010142517089843750e+01
7.560415999999999315e+01,-2.366938934326171875e+02,-3.111604309082031250e+02,7.008351135253906250e+01
7.570077499999999304e+01,-2.385720214843750000e+02,-3.125399780273437500e+02,7.004725646972656250e+01
7.579766700000000412e+01,-2.404384460449218750e+02,-3.139402160644531250e+02,6.998966979980468750e+01
7.590381399999999701e+01,-2.424789886474609375e+02,-3.155100097656250000e+02,6.991842651367187500e+01
7.600057200000000535e+01,-2.443207550048828125e+02,-3.169655456542968750e+02,6.986349487304687500e+01
7.609736599999999385e+01,-2.461427001953125000e+02,-3.184458923339843750e+02,6.982617187500000000e+01
7.620347200000000498e+01,-2.481328582763671875e+02,-3.201035156250000000e+02,6.979348754882812500e+01
7.630017200000000344e+01,-2.499345397949218750e+02,-3.216363220214843750e+02,6.976087951660156250e+01
7.640646999999999878e+01,-2.519106903076171875e+02,-3.233433227539062500e+02,6.970765686035156250e+01
7.650307800000000213e+01,-2.537102203369140625e+02,-3.249134216308593750e+02,6.964691162109375000e+01
7.659988199999999381e+01,-2.555110778808593750e+02,-3.265036621093750000e+02,6.958779907226562500e+01
7.670622099999999932e+01,-2.574853515625000000e+02,-3.282785949707031250e+02,6.954473876953125000e+01
7.680322499999999764e+01,-2.592689514160156250e+02,-3.299167175292968750e+02,6.952966308593750000e+01
7.689958599999999933e+01,-2.610390014648437500e+02,-3.315741882324218750e+02,6.952909851074218750e+01
7.700608200000000636e+01,-2.629735717773437500e+02,-3.334241027832031250e+02,6.954617309570312500e+01
7.710263600000000395e+01,-2.647106323242187500e+02,-3.351255798339843750e+02,6.958621215820312500e+01
7.720898200000000600e+01,-2.666009826660156250e+02,-3.370217895507812500e+02,6.965219116210937500e+01
7.730564099999999428e+01,-2.682956848144531250e+02,-3.387625122070312500e+02,6.973165893554687500e+01
7.740224000000000615e+01,-2.699635314941406250e+02,-3.405157775878906250e+02,6.984970092773437500e+01
7.749892099999999573e+01,-2.715980834960937500e+02,-3.422827148437500000e+02,7.002124023437500000e+01
7.760531299999999533e+01,-2.733519897460937500e+02,-3.442388000488281250e+02,7.026455688476562500e+01
7.770211100000000215e+01,-2.749051208496093750e+02,-3.460267944335937500e+02,7.052746582031250000e+01
7.779884300000000508e+01,-2.764215698242187500e+02,-3.478227233886718750e+02,7.081631469726562500e+01
7.790500799999999515e+01,-2.780518493652343750e+02,-3.498044738769531250e+02,7.114393615722656250e+01
7.800165599999999699e+01,-2.795052490234375000e+02,-3.516140747070312500e+02,7.144639587402343750e+01
7.810808199999999601e+01,-2.810785217285156250e+02,-3.536165771484375000e+02,7.176364135742187500e+01
7.820472499999999627e+01,-2.824869995117187500e+02,-3.554491577148437500e+02,7.202761840820312500e+01
7.830134999999999934e+01,-2.838660888671875000e+02,-3.572937316894531250e+02,7.228538513183593750e+01
7.840818400000000565e+01,-2.853416137695312500e+02,-3.593435058593750000e+02,7.258418273925781250e+01
7.850435400000000641e+01,-2.866470336914062500e+02,-3.612251281738281250e+02,7.284400939941406250e+01
7.860115199999999902e+01,-2.879299011230468750e+02,-3.631227416992187500e+02,7.307609558105468750e+01
7.869772000000000389e+01,-2.891905822753906250e+02,-3.650350341796875000e+02,7.327153015136718750e+01
7.880516400000000488e+01,-2.905480651855468750e+02,-3.671564941406250000e+02,7.344833374023437500e+01
7.890108999999999639e+01,-2.917522277832031250e+02,-3.691017761230468750e+02,7.358380126953125000e+01
7.900740700000000061e+01,-2.930389099121093750e+02,-3.712617797851562500e+02,7.370808410644531250e+01
7.910385700000000497e+01,-2.941657714843750000e+02,-3.732448730468750000e+02,7.381437683105468750e+01
7.920044900000000609e+01,-2.952582092285156250e+02,-3.752406616210937500e+02,7.390441894531250000e+01
7.930685400000000129e+01,-2.964190063476562500e+02,-3.774529113769531250e+02,7.398999023437500000e+01
7.940364599999999484e+01,-2.974107971191406250e+02,-3.794749450683593750e+02,7.409107971191406250e+01
7.950019199999999842e+01,-2.983305358886718750e+02,-3.815140380859375000e+02,7.422857666015625000e+01
7.960658800000000213e+01,-2.992514953613281250e+02,-3.837691345214843750e+02,7.442102050781250000e+01
7.970317699999999661e+01,-3.000140686035156250e+02,-3.858309936523437500e+02,7.461383056640625000e+01
7.980971200000000465e+01,-3.007857971191406250e+02,-3.881081237792968750e+02,7.482736206054687500e+01
7.990622100000000216e+01,-3.014425354003906250e+02,-3.901820678710937500e+02,7.500079345703125000e+01
8.000293200000000127e+01,-3.020674438476562500e+02,-3.922663574218750000e+02,7.513760375976562500e+01
8.009952199999999323e+01,-3.026423034667968750e+02,-3.943500366210937500e+02,7.526176452636718750e+01
8.020590699999999629e+01,-3.031876831054687500e+02,-3.966344604492187500e+02,7.541804504394531250e+01
8.030262100000000203e+01,-3.035877380371093750e+02,-3.986905517578125000e+02,7.559132385253906250e+01
8.039934300000000178e+01,-3.038773498535156250e+02,-4.007151184082031250e+02,7.580474853515625000e+01
8.050563699999999301e+01,-3.040757751464843750e+02,-4.029010009765625000e+02,7.606822204589843750e+01
8.060242999999999824e+01,-3.041658935546875000e+02,-4.048618469238281250e+02,7.630447387695312500e+01
8.070920099999999309e+01,-3.041876220703125000e+02,-4.069917602539062500e+02,7.653599548339843750e+01
8.080567899999999781e+01,-3.041438903808593750e+02,-4.089049682617187500e+02,7.671543884277343750e+01
8.090206999999999482e+01,-3.040322265625000000e+02,-4.107911682128906250e+02,7.686897277832031250e+01
8.099858899999999551e+01,-3.038390502929687500e+02,-4.126339416503906250e+02,7.701362609863281250e+01
8.110505399999999554e+01,-3.035054321289062500e+02,-4.145939941406250000e+02,7.719099426269531250e+01
8.120199499999999659e+01,-3.030862121582031250e+02,-4.162985229492187500e+02,7.737873840332031250e+01
8.129865800000000320e+01,-3.025704345703125000e+02,-4.179325256347656250e+02,7.758317565917968750e+01
8.140478799999999637e+01,-3.019022521972656250e+02,-4.196413879394531250e+02,7.782087707519531250e+01
8.150135000000000218e+01,-3.011988525390625000e+02,-4.211153564453125000e+02,7.804089355468750000e+01
8.160789400000000171e+01,-3.003342590332031250e+02,-4.226557312011718750e+02,7.826850891113281250e+01
8.170474699999999757e+01,-2.994831542968750000e+02,-4.239875183105468750e+02,7.844804382324218750e+01
8.180139800000000605e+01,-2.985704956054687500e+02,-4.252479553222656250e+02,7.860169982910156250e+01
8.190748899999999821e+01,-2.974965820312500000e+02,-4.265376892089843750e+02,7.873602294921875000e+01
8.200410399999999811e+01,-2.964672851562500000e+02,-4.276079101562500000e+02,7.882424926757812500e+01
8.210088799999999765e+01,-2.953812561035156250e+02,-4.285542297363281250e+02,7.888745117187500000e+01
8.220715400000000272e+01,-2.941325378417968750e+02,-4.293959960937500000e+02,7.894699096679687500e+01
8.230383799999999894e+01,-2.929689331054687500e+02,-4.299510498046875000e+02,7.899656677246093750e+01
8.240077599999999336e+01,-2.917992553710937500e+02,-4.303085632324218750e+02,7.902500915527343750e+01
8.250725400000000320e+01,-2.905284118652343750e+02,-4.305017700195312500e+02,7.901754760742187500e+01
8.260386099999999487e+01,-2.894000244140625000e+02,-4.305089111328125000e+02,7.896960449218750000e+01
8.270019100000000378e+01,-2.883175659179687500e+02,-4.303513488769531250e+02,7.888566589355468750e+01
8.280671700000000612e+01,-2.872013854980468750e+02,-4.299908752441406250e+02,7.875224304199218750e+01
8.290321000000000140e+01,-2.862806701660156250e+02,-4.294980468750000000e+02,7.858596801757812500e+01
8.300038000000000693e+01,-2.854631652832031250e+02,-4.288601379394531250e+02,7.837550354003906250e+01
8.310622499999999491e+01,-2.846986083984375000e+02,-4.280216369628906250e+02,7.810827636718750000e+01
8.320293999999999812e+01,-2.841358032226562500e+02,-4.271447448730468750e+02,7.783595275878906250e+01
8.330943700000000263e+01,-2.836763305664062500e+02,-4.260706787109375000e+02,7.752905273437500000e+01
8.340599400000000685e+01,-2.834095764160156250e+02,-4.250164794921875000e+02,7.727081298828125000e+01
8.350301000000000329e+01,-2.832942504882812500e+02,-4.239176025390625000e+02,7.704368591308593750e+01
8.359929900000000202e+01,-2.833283081054687500e+02,-4.227866210937500000e+02,7.686203002929687500e+01
8.370582699999999932e+01,-2.835083923339843750e+02,-4.215345764160156250e+02,7.673530578613281250e+01
8.380251599999999712e+01,-2.837710571289062500e+02,-4.204100646972656250e+02,7.668814086914062500e+01
8.389897499999999297e+01,-2.840998840332031250e+02,-4.193001403808593750e+02,7.669520568847656250e+01
8.400565400000000693e+01,-2.844923400878906250e+02,-4.180961914062500000e+02,7.676100158691406250e+01
